issue_id,measure,guid
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,050201c2-c2c4-46e6-8288-a34f99caebdc
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,1102009b-6f05-4bab-9fd1-191e81cf50e8
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,1e23fb8f-e27b-4553-a62a-f66edeb4528a
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,27849d59-3cef-40bf-8338-a6ec7c0bcf81
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,42e6b4d6-defc-4ec5-894f-e3333e3039a3
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,461fdfab-fcc1-4630-9dae-2ba3a6ab0c25
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,463dd868-997d-472f-962c-96383fd2a5c4
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,7902e3dc-f3da-4cc2-9f2e-4a6c8cd33b88
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,8835a50b-0a0f-4e2f-94fa-7c180cd7f905
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,8e38b797-4dec-437d-8bf0-6f0fc78f8ea7
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,9d92be1d-6fc8-40f2-99a0-4be9ce1f244b
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,c3caf126-12a2-473f-8f51-1c7828d63d16
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,c84bf29f-80ac-4bf0-beeb-404ba96a3fa8
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,d4d064be-d55a-47b5-9bfd-993afebd95a5
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,e0821eec-ff83-49e9-950d-9219dd3612b9
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,e25fc2f1-0083-4375-8fc3-9164a5aee53d
F-08,CMS69FHIRPCSBMIScreenAndFollowUp,f5ae6269-d09b-47f8-a519-f1a8a81549fc
F-09,CMS165FHIRControllingHighBP,6f37e357-7575-4b40-a63e-4b882532250f
F-09,CMS165FHIRControllingHighBP,f2d1fd7e-35ae-45cd-86e6-8b874c3e3fb9
F-09,CMS135FHIRACEIorARBorARNIforHF,6a86918d-3f69-43c8-8863-1d0bf835a2c7
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
F-10,CMS1264FHIRECATREHQR,
E-19,CMS347FHIRStatinPreventionTxCVD,8b0f2e04-8c60-4f6e-adc5-8967a540a18f
E-19,CMS347FHIRStatinPreventionTxCVD,0ba942ff-50d6-4123-ab21-adcf5fdff0df
E-19,CMS347FHIRStatinPreventionTxCVD,9edcce2d-8d32-4f4f-88a5-6fa689b73f8d
E-19,CMS347FHIRStatinPreventionTxCVD,4e72d245-e401-4be7-a743-84ab6a842871
E-19,CMS347FHIRStatinPreventionTxCVD,4d6fb0e2-636d-426f-802b-5ecb4f059440
E-19,CMS347FHIRStatinPreventionTxCVD,faae1173-bc93-4fd2-a22f-e7726430857f
E-19,CMS347FHIRStatinPreventionTxCVD,e8020421-14a3-4c64-99c4-3366c1400bd7
E-19,CMS347FHIRStatinPreventionTxCVD,d2c7d463-775a-4c8d-bcb0-35ea689b2d20
E-19,CMS347FHIRStatinPreventionTxCVD,0ce81150-5908-49a1-bef9-21406359af63
E-19,CMS347FHIRStatinPreventionTxCVD,f8563fcf-4e09-4309-841b-bcce373bc4b2
E-19,CMS347FHIRStatinPreventionTxCVD,52b48d35-f47c-4013-9cdc-700baad0fc0f
E-19,CMS347FHIRStatinPreventionTxCVD,2cff757c-4470-46a2-a685-6e23cf82c045
E-19,CMS347FHIRStatinPreventionTxCVD,08dfc736-3cb5-467c-93cf-99146604a8f4
E-19,CMS347FHIRStatinPreventionTxCVD,7b8b48b3-76d4-4492-81a1-93fdea67b0c1
E-19,CMS347FHIRStatinPreventionTxCVD,dbca4643-bd37-4e01-8024-fb7c70692fe9
E-19,CMS347FHIRStatinPreventionTxCVD,0f853b02-7949-4d97-ab69-1e48045afe95
E-19,CMS347FHIRStatinPreventionTxCVD,1116b208-af60-4f6b-a5f1-448209aec45f
E-19,CMS347FHIRStatinPreventionTxCVD,9a06f385-0bed-4f35-9af4-1ff7971c07f5
E-19,CMS347FHIRStatinPreventionTxCVD,d06256e5-091f-445e-898f-b8c31d8d3772
E-19,CMS347FHIRStatinPreventionTxCVD,3b5da2bf-0fb9-4efc-bc54-4bd329ed31af
E-19,CMS347FHIRStatinPreventionTxCVD,95ab5fd7-b1be-4dd3-ba42-1b48215fab70
E-19,CMS347FHIRStatinPreventionTxCVD,70fd1056-5313-417f-bbbe-9f2bacf942bb
E-19,CMS347FHIRStatinPreventionTxCVD,cbb6a940-7c9b-4d80-b9be-39a029f6f0b0
F-11,CMS347FHIRStatinPreventionTxCVD,6da189af-7eb0-47b0-8c77-905944706aa1
F-12,CMS347FHIRStatinPreventionTxCVD,1d3021bb-b593-4efc-af5b-320243bbe9b7
C-03,CMS986FHIRMalnutritionScore,0389dadc-9e16-4ccc-abe8-5d2b4a899319
C-03,CMS986FHIRMalnutritionScore,06aa2ec3-1620-4f65-90b0-8c5c11c91535
C-03,CMS986FHIRMalnutritionScore,08bd110c-dfda-403c-91cd-34dfc9f16dc8
C-03,CMS986FHIRMalnutritionScore,0c3b72aa-9a9b-468d-b2fb-95153a9136bc
C-03,CMS986FHIRMalnutritionScore,0c3df882-87de-42cf-a909-01d7a01eb5ad
C-03,CMS986FHIRMalnutritionScore,165d4163-b24b-416b-8b12-5a3dfca5cd4c
C-03,CMS986FHIRMalnutritionScore,19d1fe56-f3d5-45cf-a3ad-71fe4f70574d
C-03,CMS986FHIRMalnutritionScore,1ae7790b-bb1d-41d1-9454-deac8ef63ea2
C-03,CMS986FHIRMalnutritionScore,1cd7ac5b-a9f0-4fe1-8ebc-7fda2a3df2d5
C-03,CMS986FHIRMalnutritionScore,1d160b56-edd7-482f-a2e3-8acc26727f91
C-03,CMS986FHIRMalnutritionScore,1d73e231-88ed-4333-a085-86a7f1527178
C-03,CMS986FHIRMalnutritionScore,1f8f7d6b-3f4c-4479-b59a-84c89567be81
C-03,CMS986FHIRMalnutritionScore,22763f21-3a40-4c07-b4a3-3e74b95cfe54
C-03,CMS986FHIRMalnutritionScore,240aca16-2f20-4213-b02a-232cec686fe4
C-03,CMS986FHIRMalnutritionScore,250b2590-8b2a-4fc0-a725-227d9bb7556b
C-03,CMS986FHIRMalnutritionScore,2571a635-c375-4aa6-9eef-653062467e10
C-03,CMS986FHIRMalnutritionScore,2671a090-11ca-4f99-a1c9-49f44c4ec3a6
C-03,CMS986FHIRMalnutritionScore,269cb313-87d2-4531-a2ae-120c413918ed
C-03,CMS986FHIRMalnutritionScore,2be50408-23f8-454d-97e4-0fbdda2e9057
C-03,CMS986FHIRMalnutritionScore,2d70f119-a79e-4602-8840-36d26d91cdf6
C-03,CMS986FHIRMalnutritionScore,31ed0db8-1972-40ed-be78-0653f2cd9a95
C-03,CMS986FHIRMalnutritionScore,327a31a9-17cf-41ac-a6c9-10c7ccb10d77
C-03,CMS986FHIRMalnutritionScore,33c0f746-578a-4747-8f99-35c44119cebf
C-03,CMS986FHIRMalnutritionScore,342ce37f-9c12-4963-9570-878d101ff24f
C-03,CMS986FHIRMalnutritionScore,36a9b107-b6ad-48ce-8b4b-e616b2474ff8
C-03,CMS986FHIRMalnutritionScore,37b7fdb2-4aa2-4cbb-ab87-5db3cf7bcf33
C-03,CMS986FHIRMalnutritionScore,3a1145a6-7884-4c11-be4d-dd7641fd7beb
C-03,CMS986FHIRMalnutritionScore,3c815aab-4636-4cde-9677-7067261287b5
C-03,CMS986FHIRMalnutritionScore,3c8279f4-42ee-45a4-aaac-61cf53a121a2
C-03,CMS986FHIRMalnutritionScore,3d1544d6-2a0d-4e00-949f-c30783cd23fe
C-03,CMS986FHIRMalnutritionScore,46dc35fd-f1e0-46a0-8e67-8bbf5bd1cbca
C-03,CMS986FHIRMalnutritionScore,47643903-6f24-428e-a354-f4a59d006ddf
C-03,CMS986FHIRMalnutritionScore,47963aa4-4cbe-4129-b115-888542ba8b1d
C-03,CMS986FHIRMalnutritionScore,49601611-a625-48dd-a54a-e28dd3d600e7
C-03,CMS986FHIRMalnutritionScore,4d1811f1-f822-4e7c-9ab1-4752e5fafe79
C-03,CMS986FHIRMalnutritionScore,4df1538c-c20f-444c-a679-15de516ee684
C-03,CMS986FHIRMalnutritionScore,4e1967c5-7fe0-4920-97aa-28d02e117c31
C-03,CMS986FHIRMalnutritionScore,4f90847d-e626-4ebb-8382-ae1c05079579
C-03,CMS986FHIRMalnutritionScore,568283da-a161-4cb8-85d0-e2ef32e60a11
C-03,CMS986FHIRMalnutritionScore,5a29e7c9-9e30-4083-9bd2-6a05031d4387
C-03,CMS986FHIRMalnutritionScore,61c2c588-8a0f-44db-bfdb-e4ccc17641ed
C-03,CMS986FHIRMalnutritionScore,61ff8a5e-1936-4411-913f-f45f595d1ce8
C-03,CMS986FHIRMalnutritionScore,62f63de5-1a53-44d4-a980-4406db339714
C-03,CMS986FHIRMalnutritionScore,6432b1e4-0953-459f-932e-9f6a92a9fb0c
C-03,CMS986FHIRMalnutritionScore,64a7c79b-1858-4cc5-a662-b6773e796a29
C-03,CMS986FHIRMalnutritionScore,67a96ee1-da0c-4ec6-859d-da4c287c4443
C-03,CMS986FHIRMalnutritionScore,67d405db-521a-41bc-8928-ca1a4b79d40c
C-03,CMS986FHIRMalnutritionScore,6ddcc1ce-fd55-4bcf-b154-2555cbaa71ae
C-03,CMS986FHIRMalnutritionScore,70591696-5925-43a0-ba94-6f9af6613d9d
C-03,CMS986FHIRMalnutritionScore,72cacd71-fdea-4b34-91b0-04928e79222c
C-03,CMS986FHIRMalnutritionScore,756e6c64-6ee6-4e02-816c-a0612ef36bed
C-03,CMS986FHIRMalnutritionScore,75d19c2d-5ae9-476e-93f5-e84e668512a8
C-03,CMS986FHIRMalnutritionScore,78a3078e-68a7-4715-9490-60eaf10111a4
C-03,CMS986FHIRMalnutritionScore,7a61226f-6ed7-4fa9-9055-5e9b0234db9b
C-03,CMS986FHIRMalnutritionScore,7fc738cc-7bdf-4f45-8239-959c0492102b
C-03,CMS986FHIRMalnutritionScore,8090a147-702c-452a-b59d-524c2bcbaaad
C-03,CMS986FHIRMalnutritionScore,81470689-a3f6-4580-88e0-5cddc5813c79
C-03,CMS986FHIRMalnutritionScore,8269bfc3-071c-40e9-b523-07f615752097
C-03,CMS986FHIRMalnutritionScore,88000c93-b6da-4afc-be0d-43a5653485c1
C-03,CMS986FHIRMalnutritionScore,8802defe-e5c2-4fa7-81e6-107c145256c1
C-03,CMS986FHIRMalnutritionScore,8c09f733-5ece-4f90-8ed6-7574dd841d68
C-03,CMS986FHIRMalnutritionScore,8dcae048-a632-4b49-b0d1-0d9355e57078
C-03,CMS986FHIRMalnutritionScore,91c95de4-b745-4258-948d-5ce03a901e5e
C-03,CMS986FHIRMalnutritionScore,94c2361a-0926-449e-8d97-317d3db41f80
C-03,CMS986FHIRMalnutritionScore,95c5116d-15f0-4367-b467-dca152f6b43c
C-03,CMS986FHIRMalnutritionScore,96c85f39-db15-4895-a38b-9c18ea2e6cdf
C-03,CMS986FHIRMalnutritionScore,98a1289e-18e0-4606-be91-5434433cd259
C-03,CMS986FHIRMalnutritionScore,997a0126-0a02-4157-a081-53ee4013a412
C-03,CMS986FHIRMalnutritionScore,9fe3ca47-1605-4187-93a0-be6618160cc7
C-03,CMS986FHIRMalnutritionScore,a3389623-74d2-4a33-a946-08787313abf2
C-03,CMS986FHIRMalnutritionScore,a4d4b3e9-171d-456f-9282-3db4bb9852f6
C-03,CMS986FHIRMalnutritionScore,a4f53b12-e0e3-4faf-8e66-6ce8193a6477
C-03,CMS986FHIRMalnutritionScore,a589fdb4-a3c9-4374-a231-5118b8ff434c
C-03,CMS986FHIRMalnutritionScore,a646d170-0582-4930-bb7b-2b6d942ead1e
C-03,CMS986FHIRMalnutritionScore,a9aa059a-44ff-4092-a717-62ffba4ba9f3
C-03,CMS986FHIRMalnutritionScore,ab327433-5304-4665-b195-dcf90754a581
C-03,CMS986FHIRMalnutritionScore,abe408d9-f5a5-4bdc-952b-7162a2aa7d31
C-03,CMS986FHIRMalnutritionScore,ac18bf5e-8bd1-4a85-a48e-e1b27fb88950
C-03,CMS986FHIRMalnutritionScore,ac2adb48-5f93-46dc-ba35-11abf0b20c49
C-03,CMS986FHIRMalnutritionScore,ae722bd4-32c2-4e5f-a1a8-743bdd9800f6
C-03,CMS986FHIRMalnutritionScore,b06b5114-a397-433a-9b32-b9b91f54d08c
C-03,CMS986FHIRMalnutritionScore,b13bed65-b8cd-4905-b3c7-81a9c11dffc2
C-03,CMS986FHIRMalnutritionScore,b1b79c28-6fb7-4900-8332-1378089486dd
C-03,CMS986FHIRMalnutritionScore,b3ee3e77-b813-42ac-949a-5d85e3df5002
C-03,CMS986FHIRMalnutritionScore,b438eddf-9781-4236-840f-25f45be7030d
C-03,CMS986FHIRMalnutritionScore,b5c1bc9e-c944-4ea8-b570-640609906df3
C-03,CMS986FHIRMalnutritionScore,b625bf76-24fe-4114-a609-434271f750ec
C-03,CMS986FHIRMalnutritionScore,bded9082-97bf-42d0-8c35-cbf18df5938f
C-03,CMS986FHIRMalnutritionScore,bfb5338b-1ade-4488-9fdb-0cb974388e18
C-03,CMS986FHIRMalnutritionScore,c1a50cef-42e4-4473-8aa4-704e9743b1ca
C-03,CMS986FHIRMalnutritionScore,c44bb375-9561-47d1-a48d-179750f8a676
C-03,CMS986FHIRMalnutritionScore,c5dd5da0-c5e3-4504-9dda-05c729757735
C-03,CMS986FHIRMalnutritionScore,c6dfe659-1bc4-46fd-8893-ebac7a586cc6
C-03,CMS986FHIRMalnutritionScore,cf475a5c-e979-46c8-a596-8671d8a7acc5
C-03,CMS986FHIRMalnutritionScore,d5946dae-72bb-4b13-984d-ce4da0add583
C-03,CMS986FHIRMalnutritionScore,d638571a-bc86-48a8-9792-0885a26e68fc
C-03,CMS986FHIRMalnutritionScore,d7b8ad65-50f2-442f-8afc-1de38844a5ad
C-03,CMS986FHIRMalnutritionScore,da25ee5a-4502-4bf6-95fe-087bd0a2c1fd
C-03,CMS986FHIRMalnutritionScore,dade6a4b-6099-476b-b163-ae119af82b9b
C-03,CMS986FHIRMalnutritionScore,dc0b5670-62cb-4ab3-9f8e-ac2dad078c20
C-03,CMS986FHIRMalnutritionScore,dc38b27c-8138-4d45-8540-f7fe92317375
C-03,CMS986FHIRMalnutritionScore,e0747546-a821-4475-9ba3-e963ac80e963
C-03,CMS986FHIRMalnutritionScore,e0f9a2cf-7ab8-4e40-b36a-b10ce147f8a8
C-03,CMS986FHIRMalnutritionScore,e2664b2b-8c66-4621-a0c1-a95862fba95a
C-03,CMS986FHIRMalnutritionScore,e5582d8a-91d9-4234-910d-db7a6fa68785
C-03,CMS986FHIRMalnutritionScore,e7536d99-81b0-4980-b27a-037c49753a9e
C-03,CMS986FHIRMalnutritionScore,e87069c9-7889-4954-858f-33d6ad24cd7a
C-03,CMS986FHIRMalnutritionScore,eb03b6f2-c098-4428-b31e-96fc9d968947
C-03,CMS986FHIRMalnutritionScore,ebc944c4-c40a-4d80-8bb6-0cc698f07681
C-03,CMS986FHIRMalnutritionScore,eeebf78e-439d-445b-a4e1-74d3b6eaeb08
C-03,CMS986FHIRMalnutritionScore,f06bb07a-3410-410d-a859-8bd57a79cf51
C-03,CMS986FHIRMalnutritionScore,f1d12297-45c4-4984-8e28-02bf21d84efd
C-03,CMS986FHIRMalnutritionScore,f2125d25-eea4-4130-8118-6d32b7bf4690
C-03,CMS986FHIRMalnutritionScore,f3b2a15e-a120-4190-9a08-e23b61fae693
C-03,CMS986FHIRMalnutritionScore,f48547b0-823f-4d85-93d5-0b19bc8aa7ba
C-03,CMS986FHIRMalnutritionScore,f524a276-6788-435a-99f7-cd0ef48553e6
C-03,CMS986FHIRMalnutritionScore,f6a15d18-bde3-49cd-88b6-45430eb0bd42
C-03,CMS986FHIRMalnutritionScore,f7730b43-fab5-4fee-a1ba-34dd41279a20
C-03,CMS986FHIRMalnutritionScore,f7e36aca-e995-4d53-b52f-598243f38cb9
C-03,CMS986FHIRMalnutritionScore,fa4b9fb0-93e7-4f81-9a51-1cbc0814703c
C-04,CMS1017FHIRHHFI,02d5c5f5-9487-42af-bb5e-dfc3aaeb70eb
C-04,CMS1017FHIRHHFI,0653f9dc-8461-484e-a901-f17709f04776
C-04,CMS1017FHIRHHFI,0884b17b-baa4-47c0-a2b6-5849230dcf43
C-04,CMS1017FHIRHHFI,0dfafc1a-cf94-4ca1-becf-c1b843896810
C-04,CMS1017FHIRHHFI,113d43da-4cad-4907-804e-63afb7652b27
C-04,CMS1017FHIRHHFI,1ac96e3e-856c-417a-9c68-0df860ce73c8
C-04,CMS1017FHIRHHFI,1b700def-98b0-418c-b0a7-80ecb275597f
C-04,CMS1017FHIRHHFI,1e2ddc95-76d4-4be7-8273-2b35371a727b
C-04,CMS1017FHIRHHFI,25c753a7-b6b4-4335-bd7c-05b68b0324a4
C-04,CMS1017FHIRHHFI,28684639-1aa3-429c-9cac-4e8217995b13
C-04,CMS1017FHIRHHFI,3279a237-292f-47b1-9039-ba46b57e765a
C-04,CMS1017FHIRHHFI,365ed821-88d1-4459-9d32-dd4fa6426335
C-04,CMS1017FHIRHHFI,38d7ec48-dc28-4875-8f24-451ecd3dab5a
C-04,CMS1017FHIRHHFI,3c34a5af-1ef1-4b86-a41f-ac1d44e96ca0
C-04,CMS1017FHIRHHFI,3ee27450-2fd5-4930-bfbb-e718074e4087
C-04,CMS1017FHIRHHFI,404570c9-b21f-4fa2-be5d-6d02c910fea6
C-04,CMS1017FHIRHHFI,4402a9b9-3d48-4472-a000-579b7baa88fa
C-04,CMS1017FHIRHHFI,55931284-058b-4776-882c-720caddd3366
C-04,CMS1017FHIRHHFI,55b18e1a-c949-4d85-b1c5-caa91fc6ac4b
C-04,CMS1017FHIRHHFI,56d5fe48-53b2-4599-870c-58bfc4ba0145
C-04,CMS1017FHIRHHFI,58079a8d-2808-4029-b1fb-67ab4a841aa9
C-04,CMS1017FHIRHHFI,5926d62e-8eb9-4742-9bdf-efdcbd08ab7b
C-04,CMS1017FHIRHHFI,5d7d44f5-aa75-4889-89d6-e7586ac5de4a
C-04,CMS1017FHIRHHFI,5ff2713d-ca89-42ae-91bb-cba3e1d9a487
C-04,CMS1017FHIRHHFI,632475eb-a20a-43d6-baa7-f377ef8c5324
C-04,CMS1017FHIRHHFI,6442de45-b65d-4bda-8143-0e9c28d19485
C-04,CMS1017FHIRHHFI,65163106-0b19-4548-a994-f44b35e162e0
C-04,CMS1017FHIRHHFI,66ee842d-d852-42dd-928e-7f9bff5c52cd
C-04,CMS1017FHIRHHFI,6916a60d-ffa4-4d2c-8d96-73a31aa18854
C-04,CMS1017FHIRHHFI,735a7993-89b8-4b21-87c2-d5f57df0f5a8
C-04,CMS1017FHIRHHFI,7c4f1e55-2462-45e5-9062-5cf8d04b40e2
C-04,CMS1017FHIRHHFI,8045dee0-645e-497b-a5e8-ad659cdcf8c6
C-04,CMS1017FHIRHHFI,8552c09f-c2db-4069-9d15-41efafe4711a
C-04,CMS1017FHIRHHFI,8b607dee-4e17-492d-9949-0c69c10587e3
C-04,CMS1017FHIRHHFI,8b63d691-46a8-4ce6-8dee-60aea7f34f82
C-04,CMS1017FHIRHHFI,966cc666-8f6e-4d6e-93a9-0c4b6345e966
C-04,CMS1017FHIRHHFI,972573e8-bd51-4b77-a954-39babec1a055
C-04,CMS1017FHIRHHFI,9897529f-07ba-42c6-a7b2-5d856a925a6a
C-04,CMS1017FHIRHHFI,a0c41f8f-c8d9-4ae5-a07d-e87b16ae1367
C-04,CMS1017FHIRHHFI,a2b51ea0-5a72-4bda-abe5-dd393bfa0545
C-04,CMS1017FHIRHHFI,c9413f99-840f-449d-b4ab-427fb7de6aa0
C-04,CMS1017FHIRHHFI,ca728a1a-9a25-46b6-80bc-bfffae233f6c
C-04,CMS1017FHIRHHFI,d305cce9-ad3c-4259-9f9d-6026974fa847
C-04,CMS1017FHIRHHFI,d62aa527-2547-48a1-aece-d649b05c7d6e
C-04,CMS1017FHIRHHFI,e287cd76-85bd-4f51-9c41-f19551e83c14
C-04,CMS1017FHIRHHFI,e3212bfa-f3a9-4323-8993-9ef74c2f8d89
C-04,CMS1017FHIRHHFI,e6383b7c-aa91-42f7-8dc8-693a8c7dcaf3
C-04,CMS1017FHIRHHFI,e6d91b78-a66f-4fcc-a9a7-edb3d862803e
C-04,CMS1017FHIRHHFI,ea6b3f44-c6cd-4417-ae60-e97564bf24f9
C-04,CMS1017FHIRHHFI,f18417e1-5990-40b7-b927-5b50015380a2
C-04,CMS1017FHIRHHFI,f4708272-e5d3-4b6a-9431-a3cd2eb6809f
C-04,CMS1017FHIRHHFI,f771a339-74f0-4651-90f3-1c820edea547
C-04,CMS1017FHIRHHFI,f90151aa-9bd6-4c0c-bed8-5d43fe7fb8bb
C-04,CMS1017FHIRHHFI,fbbd3f4a-3e8e-40b9-ac83-0e80b2c129ec
C-04,CMS1017FHIRHHFI,fd4ea84b-cd39-4d03-9641-9ca8d10bbe67
C-05,CMS157FHIRPainIntensityQuantified,055640ae-dc71-4e1d-918b-e367013de209
C-05,CMS157FHIRPainIntensityQuantified,233d84af-d725-4682-8253-d6c4e02da0d5
C-05,CMS157FHIRPainIntensityQuantified,2c3f5ac5-6b7f-4bb8-a4fe-8faf0553b21e
C-05,CMS157FHIRPainIntensityQuantified,51d8547c-f07f-4441-b616-f458f38e4506
C-05,CMS157FHIRPainIntensityQuantified,5cca62ff-f856-4b8f-9902-6a018a4599cb
C-05,CMS157FHIRPainIntensityQuantified,66c60f6c-2a7b-4868-b9bd-5ede60b61463
